tweet,label,emojis
@USER: Utah may find itself the object of a massive global boycott. I can’t imagine that the planet will tolerate that kind o…,1,[]
@USER: Let us never ever kneel before the #BLM Bible burners. Proudly take a stand against it. This BLM movement does not care a…,1,[]
@USER: We NEED to spread awareness about these statistics and reduce them BOTH to 0 #BlackLivesMatter,1,[]
Dr. Shirley Jackson is an American physicist who received her Ph.D. from the Massachusetts Institute of Technology…,1,[]
"Prompted by the Black Lives Matter movement, #mediator Charlie Irvine examines his own #privileges. He questions th…",1,[]
"This Dr. could have been one gunned down by police brutality. If he was, this mother and child would not have expe…",1,[]
@USER: @USER How about fighting for anti racism How about some support for @USER how about it #BlackLiv…,1,[]
We expect the racist right to act as they do whatever the actual situation. But why is there such defensiveness fro…,1,[]
@USER Can some Korean stop being racist it's fu*king 2020 already. #나는_샘_오취리와_연대합니다 #I_Stand_with_Sam_Okyere #BlackLivesMatter,1,[]
"I literally choked, the replies had me shedding a tear. This is really heartbreaking. I really hope white people un…",1,[]
"@USER @USER @USER As a blonde haired white woman, I completely agree. #BlackLivesMatter",1,[]
"@USER @USER Fascism is happening right now and it is Antifa and the #BLM, whom the democrats rule.",1,[]
@USER Do u need to be reminded that obama and Biden attacked #BlackLivesMatter We know yall using them kid…,1,[]
@USER She’s actually hated for telling the truth about the racism within the police in the UK and it’s ge…,1,[]
@USER Not for violebce but irony of 2020 republicans giving protest advice to people subjected by our country his…,1,[]
@USER: Our piece in @USER is out @USER @USER @USER #BlackLivesMatter #ReproductiveJustice Black Women are…,1,[]
"I fail to see how anyone can say ""All Lives Matter"" while opposing LGBT rights, gender equality, free healthcare, g…",1,[]
LOOOOKKK HE ASSAULTED AN UNARMED BLACK KID PROTTTTTTTTTTTTTTEEEEEEEEEESSSSSSSSSSSTTTTTTT…,1,[]
"@USER stuff like this in the media or anywhere for that matter, it boils my piss and I'm white as white.…",1,[]
I’ve watched this happen in other countries where funerals and memorial events for political dissidents are consist…,1,[]
@USER: @USER @USER #BlackLivesMatter doesn't care about the #BlackLivesRuined by their insanity. 30-person d…,1,[]
FREE subs on #onlyfans 😍 💓 #sext #cammodel #dmme #dick #cuckold #sextoyshop #onlyfansbabe #BLM #food #selfietime…,1,"['😍', '💓']"
Louis Vuitton and Gucci are being looted because #BlackLivesMatter,1,[]
@USER: Acording to Holy Quran all races are equal. And the best people in the sight of God are those who are the most Godfearing.…,1,[]
When will the Left-fuelled #BlackLivesMatter realise this,1,[]
@USER Why don’t you arrest her in a marked vehicle Dragging citizens into unmarked vans without stating why or…,1,[]
"@USER: Imagine if Colin Kaepernick had won a Nobel Peace Prize for his support of an oppressed minority. Such a simple, peaceful, h…",1,[]
@USER: This is cute We are ONE #BlackLivesMatter #WhiteLifeMatter,1,[]
"More than just Black live's matter, their legal rights matter, their right to vote matters, their right to educatio…",1,[]
@USER: @USER 📹Another white cop caught on camera beating a 14 year old black girl in the US. This Is So 💔 Breaking…,1,"['📹', '💔']"
Welcome back Twitterati Boycotters #stopkillingpalestians #FreePalestine #BlackLivesMatter #StopKillingBlackpeople,1,[]
#MassShooting gets no national press WHY Don't #BlackLivesMatter,1,[]
we condemn the brutality of america against innocent people of america.. specially against #BlackLivesMatter…,1,[]
All these corporations kneeled before #blacklivesmatter hoping they’d be spared from the soon to be normal violence…,1,[]
Do black lives matter in heaven #BlackLivesMatter #BLM #JesusChrist #JesusMatters #AfricanGoddess,1,[]
#DearWhitePeople *Black women too* #BlackLivesMatter,1,[]
Another bigoted racist in denial displaying the evidence of it... #BlackLivesMatter,1,[]
"@USER I give you Dawn Butler, Labour MP’s #JussieSmollett A Woman who LIED, calling the Police Institut…",1,[]
"If all lives matter, why are y’all beating people up #BlackLivesMatter",1,[]
@USER Most important comment she says is that it's not about her. It's about #BlackLivesMatter and she's late…,1,[]
@USER @USER #AllLivesMatter #BLM = Murderers &amp; terrorists,1,[]
also pls support #blacklivesmatter its not about black lives mattering more than yours. Its about how Black people…,1,[]
"A message to #Wiley. #Blacks &amp; #Jews have lots in common Expulsion, Ethnic Cleansing and Ex…",1,[]
RawStory: Law enforcement slammed by ACLU after ‘reports at least one protester was abducted off the streets’ in Ne…,1,[]
"@USER: If you watch your local news, you know police are not the problem with the killing of Black people. #BlackLivesMatter i…",1,[]
"Say their name. Ashtain Barnes, 2016-04-28 #BlackLivesMatter.",1,[]
@USER Yeah #BlackLivesMatter is a marxist front group trying to topple the US government through violent associates…,1,[]
10:14PM Violent arrests being made. #PortlandProtests #PdxProtests #BlackLivesMatter #BlackTransLivesMatter…,1,[]
@USER: BOOK NOW on the Sankofa Sunday ‘History of Black Power’ online children workshop titled 'The British Black Power Moveme…,1,[]
So the pretence is over. They can all go back to lying and racially abusing everyone because they posted a slogan a…,1,[]
Why have these two 19 year old females been named and shamed when others in similar situations have not It wouldn’…,1,[]
"Just watched a documentary called 13th. Was really great, provides incredibly important context for #BlackLivesMatter",1,[]
@USER Please help get youtubes attention creator MS WONDERFUL is using the platforn to harrass…,1,[]
"@USER: It’s too much. When will the hate end Femicide, oppression, injustice, persecution, police/military brutality.. Everyday…",1,[]
"@USER @USER @USER @USER That's not true #BLM and #AnTiFa came to protest #Peaceful, they…",1,[]
"Today's Highlighted Systemic Racism Education Resource: Movie - ""Loving"" $4 on multiple platforms To learn about l…",1,[]
@USER @USER As much as I like Stella Immanuel for her enthusiasm and for her excellent treatment of…,1,[]
Israel Folau Still Standing After Everything #BlackLivesMatter #GarryBurns #IsraelFolau #RayleneCastle…,1,[]
"@USER: While we will continue to R/T victims stories, this will be our last post on Beth Ann McLaughlin. We will return to our…",1,[]
"""As a black person, you can be made to feel like it’s your problem: ‘they’ve not met many black people and didn’t m…",1,[]
@USER: If you believe #BlackLivesMatter then write a check to an #HBCU @USER @USER @USER @USER @USER…,1,[]
When a lying sack of shit sits on a witness stand and lies..... and lies.....and lies......... Because it’s okay t…,1,[]
@USER: I am honored and humbled by the overwhelming support from the @USER players. This movement gives us the opportunity to…,1,[]
"#BL For those that just act like it this is beyond comprehension, this is for you. The kneeling and asking of forgi…",1,[]
#BlackLivesMatter They started to attack me and I did my best to be respectful. All I wanted was to be respected b…,1,[]
"This is very important This man is a romanian creator and he is a racist, saying the n word with hard r.. He feels…",1,[]
"Sorry Bill Barr, what's that you said about not coming out of the fence today at the hearing Ya. 2 blocks away - h…",1,[]
@USER @USER @USER @USER That's like saying all lives matter. #BlackLivesMatter These are premi…,1,[]
#BlackLivesMatter it’s clear @USER doesn’t care about the lives of black people in this country cause if th…,1,[]
"@USER #나는_샘_오취리와_연대합니다 #I_Stand_with_Sam_Okyere #BlackLivesMatter disgusting blackface is wrong, my skin color…",1,[]
"At 2220 last night, photojournalist was arrested by Portland Police while she was documenting the protest. They u…",1,[]
A blue house petition to deport a black man because he spoke out against racism in Korea S.K. Is so f racist it’s…,1,[]
"Where's #BLM on this latest mass shooting in the US Very quiet ... so is a lot of the media. An unfortunate truth,…",1,[]
AMERIKKKA cares more about property damage than black lives #ChicagoRiots #Blacklivesmatter ✊🏽✊🏾✊🏿,1,['✊🏽✊🏾✊🏿']
"@USER: Elizabeth Warren was the first national politician to support Black Lives Matter. #BLM After the recent protests, the pub…",1,[]
"for shit they didnt even earn, Im a Black MAN I served my country, I dont bother no one and I sure as hell not try…",1,[]
"@USER @USER @USER #Constitution, Article 4 Section 4 The #UnitedStates shall guarantee to…",1,[]
"Leader @USER condemns U.S. government’s racism, backs #BlackLivesMatter",1,[]
@USER: @USER We live in fascinating times if The Mooch is now the rational face of the Republican Party. #lyingTrump #BlackLivesMatt…,1,[]
"Hey humanity... Peace everyone, yeh 🙂 Rich #PeaceIsAChoice #PutDownYourGuns #OurHabitatIsDying breathe in... bre…",1,['🙂']
"@USER: Bevelyn Beatty, the Christian woman who painted over the #BlackLivesMatter mural in NYC wearing a #JesusMatters t-shirt…",1,[]
@USER @USER #BLM #BLMMOVEMENT any minute now BlackLivesMatter ™️ is going to hit the streets over the cens…,1,[]
"@USER Because of the recent #BLM bullshit, this is how they think now. They believe they are untouchable.…",1,[]
"To: Black lives Matter followers USA, UK, Europe thank you for support calls, texts Racism a reality in Arab societ…",1,[]
Yes...black lives DO matter. Greatly But we need to stop pretending that #BlackLivesMatter is an organization th…,1,[]
Minneapolis does this too. @USER &amp; @USER : when will you drop charges against the peaceful…,1,[]
"@USER @USER This will not save you, no one listens to you anymore, at least no sane people do. An…",1,[]
Biiiig pussy energy Bad ass B right here #BlackLivesMatter #FederalPolice #FedsGoHome,1,[]
8 arrests made at downtown Phoenix protest honoring life of Michael Brown Jr. #BlackLivesMatter via @USER,1,[]
This is precious #BlackLivesMatter #AbolishThePolice #CancelCulture #Democrats #DemocratsAreDestroyingAmerica…,1,[]
@USER: Little is known about her missing person case. #OurBlackGirls #BLM #SayHerName #ProtectBlackWomen,1,[]
No one should be treated like this. This is fucking annoying. #FREETIANNA #ACAB #BLM,1,[]
Isn't using a mentally unstable black man to divert votes to help you win an election a form of slavery #BLM…,1,[]
@USER: Breonna Taylor was alive for several minutes. The cops ignored her boyfriend’s cries for help &amp; left her in the hallway…,1,[]
"@USER: New photo set on my #onlyfans , check it out 😘 💞 #wankchat #analoporn #pride #bisexual #camgirl #beautiful #ass #eq…",1,"['😘', '💞']"
"@USER: 😥 “She was preparing milk for her child.” The young Palestinian woman, Dalia Alsamoodi, 23 y, was shot dead by #Israel forces…",1,['😥']
"@USER @USER #BlackLivesMatter is built on lies by cowards and criminals, every supporter is either a d…",1,[]
#blacklivesmatter Black Women are UNAPPRECIATED,1,[]
@USER: #MutualAid #TransCrowdFund #BlackLivesMatter #BlackTransLivesMatter #DisabilityIsntAShame Please support my GoFundMe ca…,1,[]
@USER @USER @USER Systematic racism is a minority that is getting catered but they are responsible f…,1,[]
@USER: USE THESE HASHTAGS #나는_샘_오취리와_연대합니다 #I_Stand_with_Sam_Okyere #BlackLivesMatter,1,[]
Yo apparently BLM has the same mentality as the kkk as pointed out by such intellectuals wow 😯 Honestly this is so…,1,['😯']
@USER only #BlackLivesMatter other people is nothing,1,[]
Ummm... wtf They're kidnapping the press now #Portland #PortlandProtest #PDXprotest #BlackLivesMatter,1,[]
"@USER Few conscious African Americans supported the struggle against apartheid, like a few now who suppo…",1,[]
I stood on this very street with #BlackLivesMatter 3 years ago. It is the same as it ever was: “It is our duty to…,1,[]
"🗽 International solidarity of democracy, anti-discrimination and human rights movement #StandForDemocracy 🇨🇳 Mass…",1,"['🗽', '🇨🇳']"
#BLM is a terrorist organization,1,[]
@USER: In case I haven't made it clear lately. #WearAMask #FuckTrump #EatTheRich #BlackLivesMatter,1,[]
Hmm is there a theme here #antifa #BlackLivesMatter #SocialJustice ... all mean the opposite,1,[]
@USER @USER I don't give a rats about #BLM as it's a faux narrative and people like you are ignor…,1,[]
1 #BillBarr grilled by #PramilaJayapal over unleashing federal agents on #BLM activists but not 'white men with sw…,1,[]
"@USER: The world we live in has long since benefited white people, putting other races at a disadvantage, and setting them up for fai…",1,[]
"@USER #MeToo #NeverBidenNeverTrump #BLM NO electing: “Creepy”Sexual Predators, Plagiarists, Liars, Racist,…",1,[]
"Screw ⁦@USER⁩ ⁦⁦⁦@USER⁩ they should have nothing to fear, right Maybe they can get #BLM #antifa…",1,[]
@USER @USER haha. why Are #blm going to harm her,1,[]
@USER @USER @USER @USER @USER I see some messages from her. #BLM is antisemitic.,1,[]
From 2017...and just as topical today as it was back then #BlackLivesMatter #protests2020 #FailedState,1,[]
#BlackLivesMatter:Why a #Black Man is Serving Life Sentence for Stealing Clipper #TrumpIsANationalDisgrace…,1,[]
"@USER: @USER ⛔❎🚔🚐📽 A 1 time ha ha ha, with obvious juxtaposition context, understood BUT WE the GOOD, have to be hon…",1,['⛔❎🚔🚐📽']
#BLM @USER @USER @USER How can you support someone who throughout his career has made racial and dis…,1,[]
"@USER: Where is #BlackLivesMatter This past weekend was another violent one in the country’s third-largest city, Chicago, with…",1,[]
are these are coordinated responses related used to push anti-semitism in front of the #blm in the public or just…,1,[]
@USER: Did you all see that 6 year old that was being handcuffed #BLUELIVESDONTMATTER #COPSAREEVILPIGS #ITSTIMETODISARMTHEPOLICE…,1,[]
.@USER You should create a temporary legal office to aid Americans who are fighting legal charges relate…,1,[]
Kuffar will kneel for #BlackLivesMatter but won't make sajadat for God,1,[]
"@USER #BLM &amp; #ANTIFA are violent #MarxistCommunist ideologues, #UrbanGuerillas bent on the destruction o…",1,[]
Show me why you're getting paid next ☺️ #buyingnudes #sellingnudes #buyingcontent #sellingcontent #sellnudes…,1,['☺']
Oh wait I get it He must be standing with the armed federal agents that 45 is sending into cities to wage war on n…,1,[]
@USER: #BlackLivesMatter is invalid because how does black lives matter but black cops &amp; babies lives dosen't So only improper black…,1,[]
"#BlackLivesMatter HOW ARE YALL NOT ANGRY CITIZENS ARE BEING TAKEN, BRUTALIZED, AND KILLED BY THE PEOPLE THAT SWORE…",1,[]
"@USER: You say there's more context to this story that painted white ""Christians"" as victims and #BlackLivesMatter protesters as vil…",1,[]
"@USER: things that are not ""over"": #BLM #BreonnaTaylor #ACAB #DefundThePolice #AbolishThePolice #CancelRent #COVID19 #FreeThe…",1,[]
@USER @USER @USER @USER @USER Don't do the crime. If you can't do the time. Stuff and cuf…,1,[]
"@USER Today scenario #BlackLivesMatter then does not good example set black and wight theory, symbolic of g…",1,[]
@USER: @USER thinks Arizonans are more scared of folks vandalizing concrete symbols than slaughtering people of color. As an…,1,[]
"Trump calls #BLM a symbol of hate, but kisses Putin's ass as he kills our soldiers 😡let that sink in.",1,['😡']
@USER Fuck em they chose to live like that in that kind of mind set filled with hate for no reason #BlackLivesMatter,1,[]
"They’re protesting in historically black neighborhoods in Portland; with zero irony, presumably white people who…",1,[]
"Cities will excise #BlackLivesMatter violence soon—or collapse, as the tax base justifiably flees.",1,[]
@USER: “We will make change.” #BlackLivesMatter,1,[]
@USER @USER It matters because the whole #BLM claim is based on racism in policing which is causing…,1,[]
#BlackLivesMatter = #BLM = #BurnLootMurder #Chicago #ChicagoScanner #ChicagoRiots Every single looter tonight in…,1,[]
Smearing her because she don't fit your white men medical culture is #WhiteSupremacy supremacy. Sooo... Where are y…,1,[]
It just blows my mind that yt ppl can deface #BLM murals w no consequences but the girl who allegedly bought red pa…,1,[]
Officer Carlos Sherman of the Cincinnatti police dept arrested black woman Sonya Staley while she was resting in a…,1,[]
"@USER @USER If you were going about your lawful business, that would have been fine, but if you w…",1,[]
@USER: Sign the petition. Donate if you can. Spread the word. None of it's acceptable. #FreeTianna #FreeThemAll #BlackLivesMatter,1,[]
"A lot of Black people don't hate white supremacy, they are just angry at their exclusion from it. #BLM",1,[]
@USER @USER We must not be held hostage by unjust laws framed by fascists that deprive good adults of prac…,1,[]
@USER These are #AntiFA #BLM #Terrorists conspiring to #ARSON the federal court. Why do they have to destro…,1,[]
@USER: When people ask me why there are still protests going on Let this middle age suburban white guy explain how simple thi…,1,[]
@USER Send the bill to #BLM Soros can afford it.,1,[]
@USER: Y'all don't even deserve this sweet man who has done nothing but try to promote Korean Culture to Africa and the world.…,1,[]
"@USER: #BlackLivesMatter, Palestinian and other activists call for 'global spotlight on the suffering' of Kashmiris",1,[]
@USER: Here we go again @USER @USER. Your darling #BLM are not better than your #ANTIFA terrorist. #WalkAwayFromDemocr…,1,[]
The response to systematic racism within London's MET police is pathetic and needs to be challenged by all. The…,1,[]
Just to remind you that @USER is back. @USER did not listen to the appeals because they are so lazy to c…,1,[]
"@USER: To the white leftists who support #BLM, this one’s for you.",1,[]
✔🇨🇦🇺🇸✝️🙏 #BackTheBlue🚔 ALL THE WAY✔Just ask HERO Street PREACH'in Truth EVANGELIST Beverlyn Beatty @USER✔…,1,"['✔🇨🇦🇺🇸✝', '🙏', '🚔', '✔', '✔']"
"When #BlackLivesMatter to Black people, Black lives will matter to others. #WednesdayWisdom",1,[]
@USER @USER @USER @USER You don’t get it because you live in a white supremacy world. I’m wh…,1,[]
It's a reason that William has never mentioned #BlackLivesMatter,1,[]
disappointing Tsai Ing-wen should be with more extensive and well-established American #BLM movement democratic an…,1,[]
If you gave money to #blm in the last 4 months you have aided an abetted numerous crimes against innocent people in…,1,[]
@USER: If ANY of these causes are important to you... #BLM #Grenfell #Windrush #RejoinEU #LGBTQ_Rights #Feminism #50sWomen #An…,1,[]
@USER: Many thought ending slavery &amp; Jim Crow were impossible. That women's suffrage was impossible. Nothing is impossible whe…,1,[]
@USER: Six years. Rest in Power Michael Brown. Know that the movement continues to grow. No justice. No Peace. #blacklivesm…,1,[]
"@USER: Unarmed blacks killed in abortion clinics every year: 400,000+ Unarmed blacks killed by police in 2019: 9 Guess which on…",1,[]
"The #BLM protests must speak about #france too for testing vaccines of #COVID19 in African ppl, shame on them, and…",1,[]
Brittany Hill. Say her name. #BlackLivesMatter,1,[]
@USER: “Ain’t I A Woman” Sojourner Truth #BlackLivesMatter 👇🏾👇🏾👇🏾 Questions over police handling of incide…,1,['👇🏾👇🏾👇🏾']
Where is the energy for the killings in Kaduna the same way you guys trended #Blacklivesmatter I guess it’s selecti…,1,[]
"Defacing #BLM art/spaces is the same as an attack on a synagogue, church, mosques, or any other scared space.",1,[]
"@USER: Pro-tip: #NoJusticeNoPeace. Those two phrases are a promise and a righteous threat. As people starve, lose their jobs, g…",1,[]
"Look At All These Slave Masters Posing On Your Dollars, Get It #J #WakeUpAmerica #BLM",1,[]
#IveHadEnoughOf white ass liberal terroristic Antifa pissing on a civil rights movement like #BlackLivesMatter. Y'a…,1,[]
@USER highlights the importance of understanding our own history and how the #BlackLivesMatter movement is a…,1,[]
"Race, Injustice, and the Gospel of Critical Race Theory, With Monique Duson",1,[]
@USER: share this please #나는_샘_오취리와_연대합니다 #I_Stand_with_Sam_Okyere #BlackLivesMatter,1,[]
Did you know people are more likely to hide their #racism against Black people but they're ok to publicly express a…,1,[]
Must be starving and looting for bread amirite #BlackLivesMatter,1,[]
Mr Middleton probably should remind Royal Navy of its own glorious history In 1807 White Britain repented and abol…,1,[]
@USER: Awesome song by @USER #BlackLivesMatter #Refugees #RefugeesWelcome #Trump #WhiteSupremacy #Racist,1,[]
"This is Jay Stachowski, the man who went after protesters with a bat in South Buffalo yesterday. He works as a CO w…",1,[]
@USER Terrorism.. will be dealt with LIKE the terrorists in Iraq. enjoy what time you have left.…,1,[]
@USER wittering on about ‘dismantling’ things again on @USER #BlackLivesMatter is simply a racist organis…,1,[]
"@USER: Our statement on #GeorgeFloyd, #TonyMcDade, #BreonnaTaylor, #AhmaudArbery, and too many more: ""The Climate Justice Moveme…",1,[]
@USER: Antifa idiot paying people to protest. Black people are being used. History will blame all of this on you unless you wake u…,1,[]
"@USER: At 2220 last night, photojournalist was arrested by Portland Police while she was documenting the protest. They used fla…",1,[]
@USER You didn’t write that.... you have absolutely no clue about Ancient Greek history ... or any histo…,1,[]
@USER: 35. News: ‘It is racist’: Founder of Conservative Clergy of Color counters 'Black Lives Matter' message,1,[]
@USER: #BlackLivesMatter White Women Have No Ass 🤣🤣🤣🤣,1,['🤣🤣🤣🤣']
Beware of the next 2020 Crisis - Evictions. #BlackLivesMatter,1,[]
@USER @USER @USER @USER White supremacist idiots are just as bad as #Pantyfa an…,1,[]
"Example of the casual racism in Sweden ""that has to do with how we expose ourselves to different cultures, to diffe…",1,[]
#BlackLivesMatter = #BLM = #BurnLootMurder #Chicago #ChicagoScanner #ChicagoRiots Every single looter tonight in…,1,[]
@USER: I'm late to the party but what's wrong with a wife trimming her husband's nails I don't get it. What happens to love langu…,1,[]
@USER: Part 2: we all have a #choice- do u want to get into #goodtrouble #necessarytrouble 3 actively work to mitigate your #b…,1,[]
Yes She got that right for sure.. ✊🏾 #BlackLivesMatter,1,['✊🏾']
"#Obama administration ""lock, stock &amp; barrel"" were #criminals says former U.S. Attorney Joseph diGenova.…",1,[]
Quote 'It's a pandemic people ' @USER oh yea.. and #BlackLivesMatter,1,[]
🗣🗣🗣Speak Bernice KING👏🏾👏🏾👏🏾 #Vote #BlackLivesMatter 👏🏾👏🏾👏🏾,1,"['🗣🗣🗣', '👏🏾👏🏾👏🏾', '👏🏾👏🏾👏🏾']"
"@USER: Glad we are talking about it, in English. Linguistic apartheid and invisible untouchability on caste lines are the real…",1,[]
Fact: Most white Americans were all #BlackLivesMatter and 'your silence is violence'... UNTIL black businesses were…,1,[]
Tory minister says family of boy arrested over toy gun....inflamed tensions. #StanduptoRacism #BlackLivesMatter UK…,1,[]
"New photo set on my #onlyfans , check it out 😘 👅 #cumtribute #followme #sext #fitness #camgirl #paypigswanted…",1,"['😘', '👅']"
Black people take note ppl only listen and respect those that fund them. Black community need to stop supporting gr…,1,[]
"@USER: Karens, Kevins, Karls, Susans and everything in between with the most despicable behavior; this is still real, this is pre…",1,[]
@USER #BlackLivesMatter it were the Africans that invented slavery it were the western countries that forc…,1,[]
"@USER We must keep hoping, we will get out of it all together #Beirut #Lebanon #BlackLivesMatter 🖤 #BLM…",1,['🖤']
@USER: @USER I drink hot tea and I sit naked in front of a fan. #lyingTrump #BlackLivesMatter #BlackTransLivesMatter #IStandW…,1,[]
"8 years ago, 34 mineworkers were shot dead for demanding a living wage. Their community and families are still seek…",1,[]
this. @USER #BLM,1,[]
Gee. I. Wonder. Why. Dawn. Butler. Was. Stopped. And. Searched. It's a mystery... 🙄 #BlackLivesMatter /s,1,['🙄']
"So let me get this straight, same people chanting #BlackLivesMatter are questioning a black woman at that Doctor de…",1,[]
The Violence of Wokeness: When Marxist Attack Ft Mike Nificent @USER…,1,[]
@USER @USER @USER @USER @USER You say BLM in the same way as the BNP woul…,1,[]
@USER @USER @USER @USER Why won’t #BLM denounce these rioters They are chanting BLM slogans and…,1,[]
"@USER @USER watch Thomas Robb, National Director of KKK in Zinc, Arkansas &amp; “pastor”, name names, show pi…",1,[]
Do you know the story of #ChristopherKapessa The young black school child who was pushed into a river to his death…,1,[]
Just don't understand all these white guys that hate minorities #BLM,1,[]
"@USER: Habs and Leafs are lined up together for the anthems, like the Flyers and Penguins before them, in solidarity for #BlackLiv…",1,[]
@USER: This was a superb discussion &amp; report just now. #music #BLM #women,1,[]
@USER: Who will you be voting for in the 2020 election #biden #biden2020 #Biden2020ToSaveAmerica #Biden2020Landslide #trump #tr…,1,[]
"I’m done with WHITE Christians in particular... none of them are from Seattle, none are wearing masks. They refused…",1,[]
@USER: #BlackLivesMatter protests will never end until impunity for racist killer cops and the system that upholds them ends.…,1,[]
"@USER At this point the #BLM protesters should accept that the police, law enforcement or paramilitary forces a…",1,[]
"@USER @USER @USER Please help shine a light on organizational racism, which has deep and far rea…",1,[]
"@USER: @USER @USER When the victims are black people, it's ""Eminent Domain"". When the victims are white, it's…",1,[]
"@USER Don’t you realize, she’s curing systemic and institutional racism by destroying other peoples prope…",1,[]
@USER So much for #BlackLivesMatter Keir,1,[]
@USER: @USER Youtuber MS WONDERFUL talking of taking out protesters w her truck and g*ns one of many hate rants. How is…,1,[]
jaggi still hasn’t been freed. shukri still hasn’t got her justice. palestine still hasn’t been freed. yemen is sti…,1,[]
Brock Turner got a few months for raping someone but Tianna is getting 15 years Are you out of your goddamn mind …,1,[]
"@USER #BLM only to #NPR if they can stoke racial divide amongst Americans otherwise not a peep: 37 shot, 3 fatally,…",1,[]
@USER Wtf. This is the least of our issues. Spread petitions on #BlackLivesMatter #Lebanon #Yemen #Uighurs,1,[]
But black lives matter🙄🙄🙄. Lets stop killing each other 1st😭😭😭 #BlackLivesMatter,1,"['🙄🙄🙄', '😭😭😭']"
@USER: Amen is not that hard of a concept if you have a open heart and open mind. ✌🏽✌🏼 #BlackLivesMatter,1,['✌🏽✌🏼']
"These are not incidences of racism or racial brutality, these are incidences of racial warfare...#AfricanAmerica…",1,[]
Another #Antifa #BlackLivesMatter attack,1,[]
@USER This is #BLM protesting against lawful police action. It has nothing to do with Black Lives. BLM are ant…,1,[]
@USER cancelling their facial recognition works in attempt to appeal to those #BLM #Antifa folks. i guess racism and…,1,[]
@USER They did not kneel for racism they knelt for #BLM which is a racist organisation. Big difference. Yes t…,1,[]
Really hope ole girl is ok man #BlackLivesMatter,1,[]
@USER: #BlackLivesMatter Labour MP Dawn Butler accused the police of being institutionally racist after she was stopped driving to…,1,[]
"@USER #BLM has plenty of deneros. They should hire the Black Barney Fifes of Merica', whatever the hell they call…",1,[]
"@USER: Black men fuck, white bois watch. #Snowbunny #BBC #QoS #BlackLivesMatter #Booty #NoWhiteBois #Cuckold #Cuck #Sissy #Bl…",1,[]
#fuckblm no. #BLM #blacklivesmatter chile anyways so stan itzy,1,[]
"@USER: @USER @USER #ANTIFA, #BLM, and the #DemonRat party are communist terrorist organizations‼️",1,[]
"@USER @USER @USER @USER @USER As white people, it would be easy to use our white privilege…",1,[]
It was CONSERVATIVES that gave #Canada their 1st Black MP - Lincoln Alexander And it is CONSERVATIVES that will giv…,1,[]
"@USER Dawn, I saw the interview on BBC this morning. You spoke very well, raising the mens rea or bad in…",1,[]
@USER: 𝐁𝐋𝐌 𝐋𝐀𝐘𝐎𝐔𝐓𝐒 ❁ want them ☞ rt this tweet ☞ must be following us ☞ comment which ones you want - hayley ♡ blm is not a tr…,1,"['❁', '☞', '☞', '☞', '♡']"
@USER @USER @USER IDIOT. the real cure is to DEFOUND THE POLICE and DEFOUND TRUMP. Most rac…,1,[]
The chants antifa does while marching is all the same chants as #BlackLivesMatter it’s no different. Their pre riot…,1,[]
@USER: Nobody should have to feel unsafe in this country. Nobody should be murdered because of the color of their skin. What happen…,1,[]
@USER: .IMHO @USER the @USER #blm #antifa @USER &amp; muzzies are THE communist party in America There is…,1,[]
@USER: #BlackLivesMatter Im a young african black woman with dream that go further than the borders of my own country ivory coast .…,1,[]
"@USER @USER Black on black crime has NOTHING to do why police brutality, which is the objective of the #BLM movement. 🤦🏽‍♀️",1,"['🤦🏽', '♀']"
@USER seriously Your rookie cops are a little too trigger happy Pointing their weapons on a couple of b…,1,[]
@USER is a racist who hates black people and has ties to the KKK. #BlackLivesMatter #RevoltOrBeLynched,1,[]
"On Tuesday, Minneapolis police identified the “Umbrella Man” as an affiliate of a white supremacist group that alle…",1,[]
"@USER @USER Statistically correct abt black on black crime, but #BLM is about addressing why.... This…",1,[]
@USER: Tell me why this is wrong I believe in Jesus. I have a personal relationship with Him. He was a dark skinned Middle Eastern.…,1,[]
"I'm assuming #BlacksForTrump don't acknowledge #BlackLivesMatter but enjoy living under a fascist, racist regime fo…",1,[]
Even in this big big time of #BlackLivesMatter some of you are still afraid to call out your racist family members and mates.,1,[]
"@USER @USER You mean like when SPD ""rudely"" tear gassed innocent Americans who were protesting for…",1,[]
@USER back asking your racist followers to agree with you. Desperate for validation aren’t you. Maybe try som…,1,[]
"Just a wild guess but I'm guessing #BlackLivesMatter won't go near this one if this is black on black, wild guess l…",1,[]
New video on #onlyfans.Dm for 1mnth free expires tomorrow 😚 💕 #nasty #sext #nsfw #naughty #ass #models…,1,"['😚', '💕']"
What do you think of my room Just 6 blocks from here a #BlackLivesMatter protest is burning down buildings,1,[]
@USER Sending you love and strength @USER. When you have the #Tory party inciting hate and r…,1,[]
Fuck #BlackLivesMatter #Trump #COVID19 @USER,1,[]
@USER #BlackLivesMatter @USER @USER Once you read it you should let me know and we shall have…,1,[]
Where is the support for this black life #BLM #BernellTrammell,1,[]
Labour MP Dawn Butler says racism led to police car stop #RacialProfiling #BLM #DawnButler,1,[]
@USER @USER Please tell @USER to stop milking this. The @USER officer admitted his mis…,1,[]
"It is no point in saying #BlackLivesMatter if Black staff and customers in organisations, schools, universities, po…",1,[]
right wing trying to create a race war #portland #blm,1,[]
Tory minister says family of boy arrested over toy gun....inflamed tensions. #StanduptoRacism #BlackLivesMatter UK…,1,[]
