tweet,label,emojis
Black people almost TEN times more likely to be ‘stop and searched’ as white people in the UK... That is why we ne…,1,[]
@USER @USER @USER Jonny is a hateful #BLM terrorist.,1,[]
@USER @USER I love her. I cried with her. I understand her. I’m a mom. I have a son. When hurting he cal…,1,[]
@USER: #portlandprotest #defendPDX check out this #Newyorkcityprotest situation that happened Friday. #blac…,1,[]
@USER: Native American absolutely Obliterates #blacklivesmatter Everyone has had enough of the bullsh*t Preach bro . Drop those…,1,[]
@USER She’s trying to mug you off. Solidarity Dawn. #BLM 🌸💝💪🏻 Julia 👹💩,1,"['🌸💝💪🏻', '👹💩']"
"@USER: Biased magistrate...fined but no conviction. Would all black ppl who've been given the same penalty line up outside. #blm ""V…",1,[]
horrible on many levels #CivilRights #DomesticAbuse #DomesticViolence #misogyny #raceinamerica #blm…,1,[]
"@USER: Oh yeah, I also forgot that HRC is also partly responsible for why we have #BlackLivesMatter. Israeli police forces trained A…",1,[]
@USER: Payday Money Honey its the 21st @USER just paid MS WONDERFUL over $10k for racist rants like this. Hey @USER @USER…,1,[]
"Romanian midwife championed in Britain as homeland in crisis A Romainian, who refused to b…",1,[]
"You hear that #BlackLivesMatter #Antifa You're Trump Supporters now You know what this means,according to…",1,[]
@USER: We are raising our voices to oppose the inhumane practice of indefinite immigration detention. We stand together again…,1,[]
Althea Brown has kicked off the first part of the series of The Right to #BlackLivesMatter with explaining its hist…,1,[]
#BLM thats why your fighting #looting #Chicago #downtown but Im racist if I say something FU,1,[]
Let's be honest: #BLM isn't about blacks. It's about Marxism. They are just using racism to defend their revolution…,1,[]
1 Don't be a colorist. 2 Stop hatin' on Lightskins and Darkskins. 3 Stop hating on biracial people Afro-Latin…,1,[]
@USER: @USER @USER @USER No can't be What about the movement #BlackLivesMatterUK #BlackLivesMatterAustralia #BlackL…,1,[]
Excellent documentary by Adam Goodes on BBC2 last night. #BlackLivesMatter,1,[]
"Note to idiots and imbiciles aka looters, rioters and thugs #BLM #antifa NYPD issues statement after video shows…",1,[]
#BlackLivesMatter #torysanders Demand Justice for Tory Sanders: Another Black man who murdered in the same way as G…,1,[]
This is What #Americans are Told is #WhiteSupremacy &amp; #Racism that #BLM is Protesting Against...#msnbc #foxnews…,1,[]
“But UK doesn’t have a problem with racism...” “Clearly fake news.” “Where is the proof it was racially motivated ”…,1,[]
Black Lives Matter Racial Equality Poster #beige #brown #unframed #inspirationalsaying…,1,[]
"Watch ""Malcolm X, Hospital Scene"" on YouTube #BlackLivesMatter",1,[]
Ferguson boils over once again #fergusonprotests #BlackLivesMatter,1,[]
Will the founders of #BLM be called to testify in Congress considering THEIR silence is violence regarding the deat…,1,[]
#NoBalls Mayor @USER is a coward who gives in to #BlackLivesMatter #thugs and #goons. #PortlandRiots are just…,1,[]
Stars Over Washington: When Rep. Pramila Jayapal Questions Bill Barr #Jayapal #Barr #BarrHearing #BLM,1,[]
#JESUS OF THE WORLD VS. THE JESUS OF #THEBIBLE: WHICH ONE DO YOU KNOW via @USER Too m…,1,[]
@USER @USER The President of the United States has committed Treason. @USER &amp; @USER are fine w/th…,1,[]
@USER: Say it louder for the bitches in the back. #BlackLivesMatter,1,[]
@USER: Need resisters to help us get Sonya back home with her kids. Arrested for resting while black. Please retweet so we can hel…,1,[]
🖕🏾 taylor michigan because it annoys me to see crap like this because you're basically saying F*** #BlackLivesMatter,1,['🖕🏾']
"Say their name. James Strong, 2015-05-28 #BlackLivesMatter.",1,[]
@USER: How America targeted black men for #circumcision. #blacklivesmatter,1,[]
@USER: I’LL RELAX WHEN WE ALL CAN BREATHE #blacklivesmatter,1,[]
@USER @USER Joe is the best choice. DEFOUND THE POLICE and DEFOUND TRUMP. Most racist president…,1,[]
"@USER: Thank you for standing up for what's right, even tho it costs you your job. 👏🏽👏🏽 I would be willing to contribute to a…",1,['👏🏽👏🏽']
@USER Hence the Black Lives Matter chants which have been consistent for over 60 days. #BlackLivesMatter,1,[]
"@USER I am sorry that happened to you Dawn, however you handled the situation like the classy woman you…",1,[]
"No matter what you think, or say idc black lives still. And. Will always matter; Your feed maybe back to normal but…",1,[]
"@USER @USER Dear Friend, I can only speak for myself but I am Catholic and I proclaim without any hesita…",1,[]
In South Africa we need to have more conversations about #BlackLivesMatter - but more tailored to our local situati…,1,[]
@USER: Is it too early to break my Twitter walkout to start questioning why there are so many anime porn obsessed non female ‘lesbian…,1,[]
"@USER: @USER @USER Toppling statues, defacing Churchill What’s next Pulling down Rome’s Coliseum Gladiators were slaves…",1,[]
"@USER At this point, it's shoot and kill #BLM.",1,[]
@USER: @USER @USER @USER So you will pander to the anti #BlackLivesMatter movement. I think here 'defund' is t…,1,[]
15 fucking years old... #BlackLivesMatter #fuck12 #AbolishThePolice,1,[]
@USER @USER @USER William has never said one word about #BlackLivesMatter and sat by while…,1,[]
@USER @USER @USER #BurdysCrew🏀🧡 Say Her Name #BreonnaTaylor //#BlackLivesMatter,1,['🏀🧡']
"How can #AllLivesMatter when time and time again that is proven false, especially in this fascist atmosphere…",1,[]
"@USER @USER @USER #BlackLivesMatter WE must DISCIPLE, mentor, tutor, employ, rebuke, direct, hel…",1,[]
"@USER #AbolishThePolice It's time for a real change, and we ain't going to see it with a bunch of old racists in…",1,[]
Trump's Stasi mark the last vestiges of Democracy in the US. #BlackLivesMatter #Trump,1,[]
"@USER Cops shoot blacks for less, time to open fire on white people for violent acts because @USER is a terr…",1,[]
#Baizuo #BLM #antifa Maoists and their #AshNazg #marketstate and #ElysiumMovie dreams.,1,[]
@USER: Good morning to—only—those who haven’t given up fighting for injustice in every aspect May Allah protect you &amp; your fami…,1,[]
"@USER the future is female, Black and strong. I look at my child and I have hope. When I spend time with my chil…",1,[]
Babies in cages. There are babies still in cages. Away feom their parents and the monster in the White House thinks…,1,[]
@USER: In case y’all forgot #BlackLivesMatter,1,[]
How backwards is THAT Christian isn’t detained but comes back the next day &amp; kills two people. But Hester is atte…,1,[]
@USER: Watched the ‘Australian Dream’ on BBC 2 tonight. Adam Goode’s story reduced me to tears. Racism is a terrible scourge…,1,[]
"For real. Most societies and the current reactions when discussing the #BlackLivesMatter movement, are very anti-B…",1,[]
"Large number of arrests, 'Fuck tha Police' playing, ""Black lives matter "", Zipporah Lomax &amp; @USER featur…",1,[]
“I have a dream that one day little black boys and girls will be holding hands with little white boys and girls.” M…,1,[]
5% of people with #cysticfibrosis are black #cflife #blm,1,[]
@USER: Peak 2020 right here. Good on that woman for laughing the fool down. #BlackLivesMatter,1,[]
FU #BlackLivesMatter BLM could give a Rats A about blacks or anyone else,1,[]
@USER You are racist biggots and persecute people for their faith. @USER should take you to court…,1,[]
@USER: @USER do you support #BlackLivesMatter Did you know your ads are supporting hate speech on YouTube Here's a clip…,1,[]
The white BLM leaders know what racism is. And this cop is racist to the core. #BlackLivesMatter #SystemicRacism…,1,[]
"@USER VERY GOOD question, honey♥ A black life doesn't matter at all, based on the recent shootings of bla…",1,['♥']
the way theyre gonna be partying with all the queers they hate so much in hell #나는_샘_오취리와_연대합니다…,1,[]
.@USER Great question for #BlackLivesMatter,1,[]
Anyone surprised by more #Satanic #Globalists #COVID19 #Plandemic #Scamdemic and #Soros funded #BLM #Propaganda tot…,1,[]
@USER: What America needs is a Trojan Horse for liberty. #EndRacism #EndSexism #EndTheFed #Libertarian…,1,[]
@USER: Madonna's Instagram account flagged for spreading misinformation - For more information : - don't forget…,1,[]
"@USER: This is just so great. So Dead-On that I'm retweeting it again. @USER, America thanks you. ❤️ #DemCast #DemCastC…",1,['❤']
It is our duty to fight 4 freedom For #MikeBrown and because #BlackLivesMatter,1,[]
@USER: #EthnicEuropean Man Attacked by Mob of Black Males in the US. #BLM is about promoting #AntiWhite hate. For context the…,1,[]
@USER: Why Black Psychology Matters | Psychology Today #BlackLivesMatter,1,[]
"2 believe blacks aren’t even fully “human” genetically, that they are the seed of Cain &amp;“cursed by God”or some ot…",1,[]
"@USER: #EliminateQI, The baseline for policing must be eliminating qualified immunity for police officers. The law that allows thi…",1,[]
"@USER: @USER ""+tho she be but little she is fierce"" #eVeNgodThisFemaleIsNotYetRated ™© #FemaleCrew #foryourconsideratio…",1,[]
Black Children Face Higher Risks Than White Children During Surgery via @USER…,1,[]
Demetria was targeted for arrest On Friday she said she had a target on her. She does not participate in any viole…,1,[]
"If you plan on voting for Trump in November, I have no choice but to question your #ethics and #morals. Therefore w…",1,[]
"“Especially our children” then hold women accountable for their poor decisions, stop allowing them to kill their ch…",1,[]
"@USER: @USER VERY GOOD question, honey♥ A black life doesn't matter at all, based on the recent shootings of black l…",1,['♥']
BLM members are more black than anyone else obviously.#BlackLivesMatter,1,[]
@USER @USER I better see their racist asses minding their own business and dealing with their ignorance an…,1,[]
"Dear UK, for those of you still in denial of how this is. Our police remain institutionally racist.…",1,[]
"""ARE WE "" #mondaythoughts The only way the populous can challenge an authority is as a United Front as with the way…",1,[]
This is what ⁦@USER⁩ oversees #shithole #demscum #fraud #failure #marxism #blm #trump2020,1,[]
I'd really like to know why #BlackLivesMatter is destroying everything. WTF Defund the popo you cowards and let us…,1,[]
"@USER: If you're also part of sixty-nine gang, smash the follow button on the link below, and don't forget that #ACAB and #Bla…",1,[]
@USER #BlackLivesMatter @USER @USER Wake up everybody no more sleeping its a Spiritual war and…,1,[]
Drunk woman slaps and and officer Or and officer slaps a lady for public drinking Only YOU can decide. #BLM #haha…,1,[]
#BlackLivesMatter they say. Football world. Miroslav Klose👌🏼,1,['👌🏼']
"@USER: @USER #ANTIFA, #BLM, and the #DemonRat party are communist terrorist organizations‼️",1,[]
@USER: Witchcraft is when #Biya’s #CPDM sends these two Lady expatriates from S-hole #Cameroun to preach the #StupidityGospel of d…,1,[]
@USER sir today I watched biography of #Martinlutherkingjr he was a Big figher for human rights he was a…,1,[]
Not all #blacklivesmatter not all #whitelivesmatter not all #hispaniclivesmatter not all #asianlivesmatter etc etc…,1,[]
@USER #BlackLivesMatter people should be exexuted for treason. All they do is disrespect our country by kneeling…,1,[]
@USER So you don't support #BlackLivesMatter . Got it.,1,[]
"I would use this as an example to show #BLM / #Antifa that they're on the wrong side, but they probably already lik…",1,[]
I’LL RELAX WHEN WE ALL CAN BREATHE #blacklivesmatter,1,[]
@USER @USER Racism = bad not funny #blm,1,[]
The Brutal Truth in #amerikkka #VoteBlueToSaveAmerica #raceinamerica #BlackLivesMatter,1,[]
"@USER: Umbrella Man: Minneapolis suspect linked to white supremacists - but of course he is, because w…",1,[]
@USER: Ariana in ᵗᶦⁿʸ ~ in the nature💞 she is so cuteee🥺 that outfit makes her more tiny . . . #blacklivesmatter #pride #arian…,1,"['💞', '🥺']"
@USER I think Satan is struggling to take control of our nation. #BLM is the agenda of the evil one wra…,1,[]
"@USER: @USER Dr. Martin Luther King, would speak against the taking of children from parents. #ImmigrantsMakeAmericaGreat #B…",1,[]
Who would you rather vote for Please for more votes. #YANGYANG #Bernie #BlackLivesMatter,1,[]
"@USER Well, it's about time. I mean you IZZRaiLLEES have trained the American police for years, and we kno…",1,[]
Y’all feel that America is waking up to your #WokeStupidity. The left is crumbling. Mass exodus from cities is alr…,1,[]
"@USER Thanks #PresidenPutin If you men's what you say, how about a bill to end blatant racism and racial…",1,[]
@USER: #NationalBookLoversDay read a good book and educate yourself Wondering why we fight for the movement Read this #BlackLive…,1,[]
@USER: A blue house petition to deport a black man because he spoke out against racism in Korea S.K. Is so f racist it’s app…,1,[]
"Black people, stop being such an easy target for the rich and powerful to use you. Think for yourselves. Get educat…",1,[]
It's still OK to be white in 2017. #BlackLivesMatter #Feminism #CNN #Trump #Islam #HillaryClinton #BernieSanders…,1,[]
@USER: @USER Learning Together brings us Together #ArtMatters #BlackLivesMatter,1,[]
#Portland #BlackLivesMatter #CopRiot attacking citizens complying with dispersal orders,1,[]
"Austin, TX Mayor Says Take Guns Off the Streets after shooting during BLM protest #BlackLivesMatter #BlackLiesMatter",1,[]
@USER: My dear friend Jenna asked me to make a donation to Black Women and Mothers for her birthday. Here are some great orgs to s…,1,[]
"My Daughter 5 has watched too many #BlackLivesMatter protests, she claims this is her protest fist coz she can’t…",1,[]
@USER: The dimms could NOT care less that this guy's brain is pudding. The more demented the better for them. They will use hi…,1,[]
"Your IQ has to be 50, or lower If she was so much of a problem, why did you want to keep her there What authori…",1,[]
"@USER Another #blm hero in the making, Hope the cops step on his head when they lock him up.",1,[]
@USER In case anyone needs a refresher on the #antifa &amp; #blm violence:,1,[]
#TikTok Do you support #BlackLivesMatter Do you know your ads are playiing on MS WONDERFUL youtube channel Here'…,1,[]
"@USER: Keep the conversation going, Keep bringing awareness #BlackLivesMatter",1,[]
"""Love your enemy As long as you teach a man that kind of philosophy, he’ll remain a slave."" #BlackLivesMatter…",1,[]
"@USER White life matters of niet ,#BLM",1,[]
"@USER: @USER I concur Sen. Harris. In that regard, other than Portland, why did #BlackLivesMatter marches abate Posit…",1,[]
@USER: can someone please tell me if flo from progressive supports #BLM 😭😭😭 i need answers i can’t lose her,1,['😭😭😭']
How John Lewis Transformed American Politics #JusticeForAll #BlackLivesMatter #BLM…,1,[]
@USER Where is the video of the Amazon truck being looted in broad daylight by #BLM protesters You should inte…,1,[]
@USER The true victims here are black people. This is what #BLM has done for black people Nothing but destruction and violence,1,[]
"@USER: Right wingers recently started calling #BlackLivesMatter ""Marxist Terrorists"". Remember they said the same thing about Mar…",1,[]
"@USER: It’s too early, but it’s always that one racist that needs attention. He assumes that Black people riot and loot, but…",1,[]
@USER I think it's fair to say his actions worked. #BLM has been hijacked and the President talks about…,1,[]
"I am a #Christian and the people who are protesting in Cal Anderson are not #Christians, they are #Racist and…",1,[]
@USER: Why does it seem like these types of shootings to babies are happening almost regularly This is why I absolutely des…,1,[]
"The COUNTRY HAS BEEN DESTROYED BY WHAT RICH WHITE MAN, AGAIN KNOW THIS IT'S BEEN THE SCENARIO FOR HUNDREDS OF Y…",1,[]
"@USER No offense, but you dont know what your talking about. Follow local black activists and get a clue. #BlackLivesMatter",1,[]
"""It's 2020, how can you still compare the police to slave patrols "" #BLM",1,[]
@USER 💯thousands evidences later; Um #Antifa remains a myth as #JarroldNadler &amp; #Democrats would say.…,1,['💯']
@USER @USER It's really not :| some people already dislike there body that includes me and she jus…,1,[]
Does the #left not see that #blm / #antifa are the modern #brownshirts doing the bidding of the #communist…,1,[]
@USER: They’re out here trying to figure out how whyte cops so quick to kill Black and Brown people but have trouble reacting to Ka…,1,[]
@USER @USER Yup #YaPlayYaPay #Antifa and #BLM Beyond time for #LawAndOrder #BackTheBlue💙,1,['💙']
"@USER: Hannah is not just a snitch, who actively endangers protestors with her reckless camera use, she is also just an objectivel…",1,[]
"#Rulers in the UK &amp; USA, please heed before #COVID19 takes over. #blacklivesmatter",1,[]
@USER @USER @USER @USER #BLM is about blacks being killed by law enforcement race of…,1,[]
#BLM isn’t divisive. Being an antiracist isn’t divisive. Wanting BIPOC to share more equally in the prosperity of t…,1,[]
@USER Just think...you’re going to forever have a foot print attempting to censor women of color post #MeToo and…,1,[]
Check out @USER for exclusive DuRags and Bonnets #nike #adidias #hair…,1,[]
"This innocent, white man was shot 5x in the back, &amp; murdered in broad daylight by a POC thug because he stood up fo…",1,[]
Tell us what you think #BlackOwnedBusinesses #BlackLivesMatter #SupportBlackOwnedBusinesses #WeBuyBlack…,1,[]
This woman nailed it #BlackLivesMatter #PortlandProtests #wallofmomsportland,1,[]
"Get this Several non black Africans raging, commentating, writing about #blacklivesmatter in SA men’s cricket. Ask…",1,[]
@USER: #BlackLivesMatter After destroying my city and beating up innocent white citizens and intimidation why should we follow yo…,1,[]
@USER: Black Man Exposes #BlackLivesMatter,1,[]
This is one example of India’s caste system. I have always said that the Indian caste system is worse than aparthei…,1,[]
"If the ANC survives the next elections, it's safe to say that South Africa won't. #ANCMustFall #RIPAndrewMlangeni…",1,[]
@USER: @USER @USER @USER @USER @USER @USER @USER @USER Very helpful Roger T…,1,[]
@USER You need to get your facts right. She wasn’t searched see video. @USER needs to resign for wasting…,1,[]
#BlackLivesMatter Activist who police tried to arrest Friday says he is traumatized by the experience…,1,[]
How many black referees are there in the Premier league #BlackLivesMatter,1,[]
ICYMI. The 3rd indigenous death in custody in WA in 6 weeks. BAU continues. #auspol #BlackLivesMatter,1,[]
"y’all are f*cking disgusting for this one, wanting to DEPO a black man because he spoke up about BLACKFACE y’a…",1,[]
@USER: @USER Law and Order 💪💪💪💪💪💪💪💪💪💪💪💪 My President @USER 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #ChinaVirus #FakeNews…,1,"['💪💪💪💪💪💪💪💪💪💪💪💪', '🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸']"
@USER @USER @USER Looks like YOU 💕#BLM #AntiFa #Terrorists. The Tyrant @USER had illegall…,1,['💕']
Antifa idiot paying people to protest. Black people are being used. History will blame all of this on you unless yo…,1,[]
@USER @USER Exactly Johnson and Cummings hired a eugenics heart Gov They refused to sack him He believed…,1,[]
@USER: injustice anywhere is a threat to justice everywhere. -mlk #blacklivesmatter,1,[]
"@USER: Key words like ""Zwi Lezwe"", ""RCG"" led me to woke spiritual brothers/sisters from across the globe who discuss spiritual matte…",1,[]
"@USER . While you're screaming 'law &amp; order', what do you plan to do about the White Supremacist that wi…",1,[]
#Biden #Pelosi #aoc #Latinos #Obama #NYTimes #CNN #BlackLivesMatter #BLM #PortlandProtests #Portland #SeattleRiots…,1,[]
"@USER @USER @USER @USER gents, to follow on from your #BlackLivesMatter conversation la…",1,[]
HAIL MOTHER AFRICA #BLM,1,[]
@USER: Being constructive on the issues of #BlackLivesMatter in the workplace and trying to stay positive make Cynthia Keza B…,1,[]
The mark of overreach on China's part of Hong Kong need for freedom. #SundayThoughts #SundayService…,1,[]
Please can all white people film themselves being stopped by the police for the next week just so Dawn Butler doesn…,1,[]
@USER: Dang good question #BlackLivesMatter #TrumpsVirus #TheHugeTrumpDepression,1,[]
"@USER Blue Lives aren’t real. Black people will never not be Black, and #BlackLivesMatter Cops can quit an…",1,[]
@USER: It doesn't get much better than this: the awesome @USER interviewing the amazing @USER about How Black Girls Co…,1,[]
"These stories need amplified. They get buried in all the ANTIFA talk. When peaceful protester suddenly go awry, i…",1,[]
BOOK NOW on the Sankofa Sunday ‘History of Black Power’ online children workshop titled 'The British Black Power Mo…,1,[]
Good morning. Arrest Breonna Taylor’s murderers. @USER #BreonnaTaylor #BreonnaTaylorWasMurdered #BlackLivesMatter,1,[]
@USER: Digging themselves deeper ⁦@USER⁩. A whole ad nauseum article full of hogwash to cover up the racism they are proba…,1,[]
We need to re-educate on what racism is. Many cling to an antiquated and extreme stereotype of what a racist looks…,1,[]
They want you to believe that there is some kind of war... #Antifa and #BLM arr not the boogie men #FoxNews wants u…,1,[]
"@USER @USER This ""hulk"" is like in every other rally, apparently the conservative poster boy for t…",1,[]
It took about 50 years for many to forget why Dr. King called for non-violence. #MartinLutherKingJr…,1,[]
"@USER @USER You're white, very white, I get it. #BlackLivesMatter #racism",1,[]
@USER @USER William Barr @USER @USER @USER LACKEY got A PROBLEM WITH Progressi…,1,[]
#dancoverley is the epitome of a racist. He wants to beat black people to death #BlackLivesMatter,1,[]
White farmers do not own these lands for God's sake. Yes they tilled it for decades but they don't own lands in Afr…,1,[]
@USER: Black Lives Matter New York Taxi Ads from Russell and Ciara Spotted in Brooklyn Thank you to the Wilson’s for their c…,1,[]
@USER: WATCH/SHARE #BlackLivesMatter #CrookedCopsLA #Executioners Los Angeles Deputy Says Colleagues Are Part Of Violent Gang C…,1,[]
@USER: End systemic racism in America. #BarrHearing #coronavirus #COVID19 #TuesdayMotivation #ShowbizAgenda #BachelorInPar…,1,[]
Isn’t it strange how no one says “no save everyone” when seeing “save the children” #BLM,1,[]
@USER: Go Reni #BlackLivesMatter,1,[]
@USER: @USER AMERICAN SLAVERY is AMERICAN HISTORY. They didn't just sell our bodies and babies they sold everything includ…,1,[]
Black man doing life in prison for stealing a pair of hedge clippers in 1997. White judges say that's fine. #BLM,1,[]
quick edit #BlackLivesMatter #GeorgeFloydProtests 🌎♥️ we support you #HongKong 🇭🇰,1,"['🌎♥', '🇭🇰']"
@USER: It's wonderful to see these @USER players use the power and platform they have to create social change. Thank you agai…,1,[]
@USER: Hating ppl doesn’t get exhausting Because being the one hated does #BlackLivesMatter,1,[]
People who want to leave America. You could move to the moon and it be an imperfect place. Why Because you live th…,1,[]
"@USER pays officers overtime to protect BLM street painting but defunds the police and lets crimes rise 173%,…",1,[]
"@USER: If the first picture represents ALL Police, so much so that they need to be defunded, then the second picture represents…",1,[]
If not this should be spread till western media too🤷🏻‍♀️ Please tweet about it #나는_샘_오취리와_연대합니다 #I_Stand_with_Sam_Okyere #BlackLivesMatter,1,"['🤷🏻', '♀']"
@USER: @USER @USER @USER #checkitout We’ve discussed a host of topics related to #trumpism #BlackLivesMatte…,1,[]
@USER @USER @USER You can't control the #coronavirus it so contagious that…,1,[]
😡 Who's #deplorable now #Commies #StopTheAttacks #Antifa #BLM #mondaythoughts #MondayMotivation,1,['😡']
@USER: #ArrestthecopswhokilledBreonnaTaylor #BreonnaTaylorWasMurdered #BlackLivesMatter This is the reason Breonna Taylor's murde…,1,[]
"Where is the outrage @USER @USER @USER @USER you control our country, equalit…",1,[]
"Arrest the murderers of Breonna Taylor. A woman was shot in her home, 8 times by these monsters and still no justic…",1,[]
@USER: #BlackLivesMatter #BlackLivesStillMatter #BlackLivesMattermovement It's not a trend It's so…,1,[]
Third panel of current triptych. Oil on Linen #karawalker #blm #blacklivesmatter #fonsamericanus @ London Fields,1,[]
@USER Some people are so slow to understand reality. Unfortunately #BlackLivesMatter and #Antifa still don't g…,1,[]
Walk away from Democrats I'm confused. I thought seeing a young white kid holding a #BLM sign would be better re…,1,[]
Secretary of State Education : Anti-Racism Education to be Compulsory in U​.​K Schools - Sign the Petition …,1,[]
"@USER Just call the State Fair a protest, and slap a few #BlackLivesMatter signs up. I tell you brother, no…",1,[]
Do all blacks look alike #racism #wiley #grimeartistwiley #TheGuardian #blm #irony,1,[]
@USER Thugs gonna Thug #BLM....,1,[]
Why this in itself isn't the end of the whole Trump thing is beyond me. #BlackLivesMatter,1,[]
@USER: @USER slayed this with Grace😍 #DemonSlayer #BlackLivesMatter #BlackArtist #BlackTwitter #poccosplay,1,['😍']
@USER This is why we rise together. It will stop. We will no longer stand for it. There WILL be equality…,1,[]
@USER: Senator @USER is not afraid to tell the Truth about #BLM radicals and expose the Marxist movement. It is quite interestin…,1,[]
"@USER: June 2020...""There is no favour of white skin over black skin, nor black skin over white skin, except by righteousness,…",1,[]
@USER @USER fuck you #BlackLivesMatter #TrumpIsANationalDisgrace #TrumpTheDisaster #TrumpVirus…,1,[]
"@USER: The more Americans stand up to ANTIFA and #BlackLivesMatter terrorists, the faster those cowards will scatter and disappe…",1,[]
#rodneymuhammad #naacp #naacpPA must go. #blm #blacklivesmatter #endracsism #antisemitism #equaljustice,1,[]
"@USER: #IOF’s criminal psychopaths shoot #Palestinians for target practice. “Go on, go, more, more, more, BANG🩸🩸 #BDS #Apartheid…",1,['🩸🩸']
@USER: #Black People rise #ZimbabweanLivesMatter #BlackLivesMatter Black child know your worth,1,[]
#FascistAmerica #PortlandProtests #BlackLivesMatter #WarCrimes #DefundThePolice Portland Medics Speak Out on Being…,1,[]
@USER #BLM #BlackLivesMatter No Peace no Justice This is exactly what is turning all America away from you…,1,[]
"US no knock policy is a death sentence for women, children &amp; men. Justice for Bree, de-fund the police everywhere …",1,[]
@USER Someone wanted to destroy symbols of hatred perpetrated against Africans. Muslims were the biggest sl…,1,[]
"@USER Amazing how many black people the #BLM movement is trying to kill and maim. I mean, I always knew t…",1,[]
"@USER #SouthCarolina SC, you have to vote this racist out Please read what his camp has done..…",1,[]
It's OK to be White. #BlackLivesMatter #Feminism #CNN #Trump #Islam #HillaryClinton #BernieSanders #ItsOkToBeWhite #AllLivesMatter,1,[]
"@USER: Props for Mr. &amp; Mrs. Wilson for a third #BlackLivesMatter ad in another city, New York's taxi. These two are a force to be…",1,[]
@USER: #StudioOne Forever is a film about a popular disco in 70’s and 80’s #WeHo that paints a false picture to make us believe th…,1,[]
@USER Voting for Biden is voting for an eternity of #BlackLivesMatter billionaire-funded activist pseudo-polit…,1,[]
@USER: “NY’s Finest”. Disgusting. #BlackLivesMatter #riots2020 #JusticeForGeorgeFlyod,1,[]
@USER: Welcome back Twitterati Boycotters #stopkillingpalestians #FreePalestine #BlackLivesMatter #StopKillingBlackpeople,1,[]
@USER: A.F. Cartoon: Hearing or Smearing #Anarchist #LawAndOrder #BarrHearing #Antifa #AntifaTerrorists #BL…,1,[]
"Quit gassing us, you nasty ass thugs. #Portland #teargas #BLM",1,[]
"Dentist: you didn’t brush your teeth young boy Me: Yes, I’m protesting for #blm",1,[]
A Story That Shows The Depth Of #Police #Corruption And #Brutality #RayshardBrooks #BreonnaTaylor #Racism…,1,[]
One of Shitler @USER @USER’s “very fine“ #WhiteSupremacists.🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #AmeriKKKa #BlackLivesMatter…,1,['🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸']
@USER: @USER I'll do you one better #Blacklivesmatter is a marxist front group. Look up their financier and leader Susan Ro…,1,[]
"Wen a person is saying ""BLACK LIVES MATTER""...s/he is not in anyway saying other lives don't matter. S/he is simpl…",1,[]
"@USER However, there's an oppressive systematic death sentence against the African American race #BLM. It's…",1,[]
@USER @USER @USER @USER I'm not convinced that football in England has a particular racism problem…,1,[]
@USER @USER Nope. Sunday is our day of masturbation. Only ebony porn ofc #BlackLivesMatter,1,[]
@USER: @USER @USER STFU Demetria does not participate in anything violent or destructive. She only uses her vo…,1,[]
@USER I hate men who are in the same time zone as they are in the future but I think about the…,1,[]
@USER: Racist Koreans should be ashamed. How dare you speak over and threaten a black man when his culture is disrespected #…,1,[]
"@USER @USER See, #BlackLivesMatter only when we're being used as props to promote agendas like: Ci…",1,[]
@USER: This is so respectful thank you @USER #BlackLivesMatter ✊🏾,1,['✊🏾']
How much does each loop cost in fuel $ Maybe there’s a better way to spend the money Human services Policing pol…,1,[]
"@USER: Do not love sleep, or you will become poor; Open your eyes, and you will be satisfied with food. Proverbs 20:13 NASB 🏇 #B…",1,['🏇']
@USER: Wtf is wrong with these storm troopers Jfc. This is not okay. #PortlandProtests #BlackLivesMatter #PoliceBrutalityPandemic…,1,[]
"TY @USER A racial reckoning in America * Racial equality, diversity and inclusion is a part of the foundation to m…",1,[]
"Once you dehumanize your opponent you are capable of any belief and act, no matter how violent or depraved. Hitler…",1,[]
@USER: @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER…,1,[]
"@USER: If just 50 people donated $25 each, a trans woman wouldn’t be homeless on the streets where she’d die. Evictions = dea…",1,[]
@USER: HEY #BlackLivesMatter didn't THIS MAN'S LIFE MATTER TO YOU Or because he wasn't shot by a WHITE COP it doesn't GET…,1,[]
@USER: Please don’t watch this if you’ve already been traumatized by police. But please watch this if you don’t understand why…,1,[]
@USER: Where is #BlackLivesMatter on the issue of abortion @USER,1,[]
@USER @USER @USER @USER What you describe is not what happened. Be true to the #BLM movem…,1,[]
#BlackLivesMatter looters up to no good as per usual.,1,[]
"WE ARE: WE ARE GOING TO STOP BLAMING OURSELVES, FOR EVERY CRIME, EVERY MURDER, EVERY LOWLIFE DIY ON EAH &amp; THROU…",1,[]
Can you all believe this I think the #USA will have a civil upheaval and it will be nothing like that of #BLM it w…,1,[]
Protests aren't allowed in prison. So how did ppl in a prison in #Muskegon show solidarity with #BlackLivesMatter p…,1,[]
